ordinal,rank,score,valid,scoreDisplay,scoreIdentifier,mobileScoreDisplay,scaled,video,heat,lane,breakdown,competitorId,judge,judge_user_id,affiliate,points
1,22,25,1,CAP +72,c7bf739e558d4dc847d9,,0,0,,,25 pts,1707158,,,,
2,18,37,1,165,d0be9df8617f189c4549,,0,0,,,37 pts,1707158,,,,
3,24,19,1,CAP +10,f31aa3327dfc6d16ae12,,0,0,,,19 pts,1707158,,,,
4,20,31,1,CAP +229,6d504094fe2d8707ccbe,,0,0,,,31 pts,1707158,,,,
5,21,28,1,CAP +180,b152c0906e19a15107fd,,0,0,,,28 pts,1707158,,,,
6,22,25,1,CAP +56,91eee1bc44a0b2ea139a,,0,0,,,25 pts,1707158,,,,
1,21,28,1,CAP +79,7a5fb0fe6a02c4717296,,0,0,,,28 pts,570807,,,,
2,14,49,1,180,c57c29036addce8b01ad,,0,0,,,49 pts,570807,,,,
3,22,25,1,CAP +16,3865c2066ee675630dba,,0,0,,,25 pts,570807,,,,
4,24,19,1,CAP +208,05b32cd29d97fa505b97,,0,0,,,19 pts,570807,,,,
5,28,0,,0,0b2ff01f61abf3132c67,,0,0,,,,570807,,,,
6,28,0,,0,2cf4ca6f1d69c3978802,,0,0,,,,570807,,,,
1,25,0,,0,334019f076eeef3240cf,,0,0,,,,912927,,,,
2,25,0,,0,1fcb70a91e6ac34eb97f,,0,0,,,,912927,,,,
3,25,0,,0,c4e68388e253e5a70e6d,,0,0,,,,912927,,,,
4,25,0,,0,247b01a9938b67b01d91,,0,0,,,,912927,,,,
5,28,0,,0,fac6061459fccc571c8e,,0,0,,,,912927,,,,
6,28,0,,0,f30c7467bd09e6833cd8,,0,0,,,,912927,,,,
1,25,0,,0,f2e94364983731506be0,,0,0,,,,716089,,,,
2,25,0,,0,21e3a76b2a5e5c5e9f00,,0,0,,,,716089,,,,
3,25,0,,0,02b01ff8e6f9a4c3b83f,,0,0,,,,716089,,,,
4,25,0,,0,2dfe14500d719f2e785d,,0,0,,,,716089,,,,
5,28,0,,0,9ad44731b6778b6e4724,,0,0,,,,716089,,,,
6,28,0,,0,c2476af4711e7b458784,,0,0,,,,716089,,,,
1,25,0,,0,15143888cd4cc89e53d7,,0,0,,,,2243055,,,,
2,25,0,,0,0293d4256dea85f35c89,,0,0,,,,2243055,,,,
3,25,0,,0,01c6ca50974f56f5ea34,,0,0,,,,2243055,,,,
4,25,0,,0,5af3d9286dc61497fcab,,0,0,,,,2243055,,,,
5,28,0,,0,4e4ea62729b557963633,,0,0,,,,2243055,,,,
6,28,0,,0,e27d2b3434bdcaa189e3,,0,0,,,,2243055,,,,
1,4,88,1,02:38.23,04ecab667a7c0667f581,,0,0,,,88 pts,107101,,,,
2,8,72,1,325.0 lb,53a86ce92790726c68a5,,0,0,,,72 pts,107101,,,,
3,2,96,1,17:31.88,e22575b9612cf5512416,,0,0,,,96 pts,107101,,,,
4,6,80,1,08:15.90,1fb45534a51de8545412,,0,0,,,80 pts,107101,,,,
5,1,100,1,20:11.18,523294f1b399a82dbc3c,,0,0,,,100 pts,107101,,,,
6,5,84,1,03:09.02,abbbb3b0bde33fe6b2d2,,0,0,,,84 pts,107101,,,,
1,2,96,1,02:30.80,bca5411916ba61754c4e,,0,0,,,96 pts,879211,,,,
2,3,92,1,335.0 lb,0b6fbbe29403dea4086e,,0,0,,,92 pts,879211,,,,
3,1,100,1,17:07.00,acb7ef7d362e2360fb41,,0,0,,,100 pts,879211,,,,
4,7,76,1,08:22.25,9821b11f00b4e82985cc,,0,0,,,76 pts,879211,,,,
5,7,76,1,21:28.45,86c581d3b804adf0ddde,,0,0,,,76 pts,879211,,,,
6,12,56,1,03:20.30,1ee007596d8955f4a704,,0,0,,,56 pts,879211,,,,
1,5,84,1,02:40.78,88579c5c11e63a918015,,0,0,,,84 pts,1690,,,,
2,3,92,1,335.0 lb,c5859f706b262eeaf74d,,0,0,,,92 pts,1690,,,,
3,13,52,1,19:54.34,2cc361fa73b2f4239667,,0,0,,,52 pts,1690,,,,
4,2,96,1,07:46.26,14d02b83347398df171d,,0,0,,,96 pts,1690,,,,
5,8,72,1,21:33.89,43a5e064bf70239cb03d,,0,0,,,72 pts,1690,,,,
6,2,96,1,03:03.82,6299ca27359471e1da5d,,0,0,,,96 pts,1690,,,,
1,8,72,1,02:53.80,ee116a24d93f6d541be7,,0,0,,,72 pts,74320,,,,
2,15,46,1,315.0 lb,2674e47004c387958d9a,,0,0,,,46 pts,74320,,,,
3,7,76,1,19:08.34,fb6a8d4bb785c939fb57,,0,0,,,76 pts,74320,,,,
4,4,88,1,08:09.47,db492634ce32b1f4ac9c,,0,0,,,88 pts,74320,,,,
5,3,92,1,20:51.27,9e56990eb8eb31a8d81e,,0,0,,,92 pts,74320,,,,
6,3,92,1,03:04.03,ed264455e9783fce5013,,0,0,,,92 pts,74320,,,,
1,3,92,1,02:36.28,e586960f30c178997951,,0,0,,,92 pts,676693,,,,
2,3,92,1,335.0 lb,779c14eaffed4d05167b,,0,0,,,92 pts,676693,,,,
3,5,84,1,18:13.49,7dde11062d31c0ddcb72,,0,0,,,84 pts,676693,,,,
4,1,100,1,07:26.92,a599058d4300710dac81,,0,0,,,100 pts,676693,,,,
5,11,60,1,22:02.53,ea9299a36a77c007a7fd,,0,0,,,60 pts,676693,,,,
6,27,10,1,03:56.57,733432d576e881b873ec,,0,0,,,10 pts,676693,,,,
1,6,80,1,02:47.91,2a2b8f7ec8ec5d651c39,,0,0,,,80 pts,843041,,,,
2,3,92,1,335.0 lb,a41b5d8c9071cce1a72e,,0,0,,,92 pts,843041,,,,
3,11,60,1,19:30.77,f52e3748d025d5508853,,0,0,,,60 pts,843041,,,,
4,12,56,1,08:34.55,3424047fe3db4d12f6dd,,0,0,,,56 pts,843041,,,,
5,13,52,1,22:45.39,c76e76e1f31ee13de24b,,0,0,,,52 pts,843041,,,,
6,4,88,1,03:04.25,0a4f87786a77b11b4a3a,,0,0,,,88 pts,843041,,,,
1,11,60,1,03:07.92,cd74eac391267b8cacae,,0,0,,,60 pts,707413,,,,
2,12,56,1,320.0 lb,fb5e9cb73440042161bc,,0,0,,,56 pts,707413,,,,
3,12,56,1,19:49.68,ba6138be149b8d0434bb,,0,0,,,56 pts,707413,,,,
4,10,64,1,08:32.47,fab4aff65211c331ebfd,,0,0,,,64 pts,707413,,,,
5,4,88,1,21:01.51,2de33a7ac85a22890064,,0,0,,,88 pts,707413,,,,
6,1,100,1,02:59.65,729617b20143d2840a89,,0,0,,,100 pts,707413,,,,
1,1,100,1,02:20.02,cb46e785d16433ee2dc2,,0,0,,,100 pts,20698,,,,
2,12,56,1,320.0 lb,f9e2958a4e2d6f8bc776,,0,0,,,56 pts,20698,,,,
3,4,88,1,17:51.72,ed45ba84f74804f59540,,0,0,,,88 pts,20698,,,,
4,11,60,1,08:34.07,06745f0b933739177851,,0,0,,,60 pts,20698,,,,
5,9,68,1,21:38.65,064b7e7a21cdf2321f10,,0,0,,,68 pts,20698,,,,
6,18,37,1,03:31.54,2ffd5254c46e6c243534,,0,0,,,37 pts,20698,,,,
1,24,19,1,04:04.76,c4570e527eb55c448315,,0,0,,,19 pts,388740,,,,
2,1,100,1,355.0 lb,f5e38493178c916c4cb2,,0,0,,,100 pts,388740,,,,
3,6,80,1,18:20.42,97449d2a670a9a739a5f,,0,0,,,80 pts,388740,,,,
4,3,92,1,07:48.56,804240baaf9db6146126,,0,0,,,92 pts,388740,,,,
5,10,64,1,21:56.52,7a040c6c784606788181,,0,0,,,64 pts,388740,,,,
6,23,22,1,03:39.05,e74d42f9cd439e3b11bb,,0,0,,,22 pts,388740,,,,
1,9,68,1,02:56.23,fe74f31c8a7c2181baaf,,0,0,,,68 pts,869061,,,,
2,8,72,1,325.0 lb,bd0de60176ef1331c821,,0,0,,,72 pts,869061,,,,
3,9,68,1,19:19.35,55121ef9ef6ba2b72e57,,0,0,,,68 pts,869061,,,,
4,18,37,1,09:31.03,991ccee2f2c5ee2c802c,,0,0,,,37 pts,869061,,,,
5,18,37,1,23:54.04,bb844126cb4346814617,,0,0,,,37 pts,869061,,,,
6,6,80,1,03:10.82,bf2761318699a88f84bc,,0,0,,,80 pts,869061,,,,
1,18,37,1,03:31.25,6c82eb814dc73e2db495,,0,0,,,37 pts,469626,,,,
2,8,72,1,325.0 lb,8299aaef19fc5bf33d59,,0,0,,,72 pts,469626,,,,
3,19,34,1,21:26.41,a1c6f1f8797ce5e14d47,,0,0,,,34 pts,469626,,,,
4,5,84,1,08:15.65,f7663d61024bf2660f4c,,0,0,,,84 pts,469626,,,,
5,15,46,1,23:16.91,e090ed4b3ebc46fa8651,,0,0,,,46 pts,469626,,,,
6,7,76,1,03:11.39,638668d658da8d3cbc52,,0,0,,,76 pts,469626,,,,
1,26,13,1,04:15.28,55233175ba65db9b99d0,,0,0,,,13 pts,422637,,,,
2,12,56,1,320.0 lb,eccfb368e345005f59f0,,0,0,,,56 pts,422637,,,,
3,10,64,1,19:25.49,fe88e0312b5c457b7f11,,0,0,,,64 pts,422637,,,,
4,9,68,1,08:26.85,3eaee042a957256d5747,,0,0,,,68 pts,422637,,,,
5,6,80,1,21:15.86,9281b8766953bb312793,,0,0,,,80 pts,422637,,,,
6,11,60,1,03:19.59,07f220408c99702a8eb6,,0,0,,,60 pts,422637,,,,
1,12,56,1,03:09.11,b94db6c4ec968cb0b420,,0,0,,,56 pts,697475,,,,
2,20,31,1,305.0 lb,47d2d2ce070a76806618,,0,0,,,31 pts,697475,,,,
3,3,92,1,17:46.03,7733b6893a075b5cbead,,0,0,,,92 pts,697475,,,,
4,13,52,1,08:46.69,af93da45ca789076ee07,,0,0,,,52 pts,697475,,,,
5,14,49,1,23:15.46,96d95aa71bf48d798fc1,,0,0,,,49 pts,697475,,,,
6,15,46,1,03:27.14,c419f16cf69764d3b9be,,0,0,,,46 pts,697475,,,,
1,10,64,1,03:06.82,46002c1accb3095467d1,,0,0,,,64 pts,211543,,,,
2,18,37,1,310.0 lb,1fb86d6685d159530368,,0,0,,,37 pts,211543,,,,
3,8,72,1,19:13.98,0ff54bb4a3dfecae074c,,0,0,,,72 pts,211543,,,,
4,20,31,1,09:34.41,37c7f9a61a6dd8f1aacc,,0,0,,,31 pts,211543,,,,
5,20,31,1,24:07.93,45a634656fc898a83cbc,,0,0,,,31 pts,211543,,,,
6,8,72,1,03:14.86,87882a67086ead199eee,,0,0,,,72 pts,211543,,,,
1,7,76,1,02:48.81,c9c03b87d1631964899f,,0,0,,,76 pts,755342,,,,
2,2,96,1,345.0 lb,15daa59485bfc49c16db,,0,0,,,96 pts,755342,,,,
3,14,49,1,19:57.87,20e4ac4cb3d12a5cfbbe,,0,0,,,49 pts,755342,,,,
4,21,28,1,09:54.92,292c45f15adac21aeeef,,0,0,,,28 pts,755342,,,,
5,22,25,1,24:19.06,6f4a5a846cb885d41758,,0,0,,,25 pts,755342,,,,
6,26,13,1,03:54.86,b6d1ecb2a1ff166cfe46,,0,0,,,13 pts,755342,,,,
1,15,46,1,03:15.58,341c74e8aba825e01307,,0,0,,,46 pts,705474,,,,
2,24,19,1,300.0 lb,7e916dd2686130e78673,,0,0,,,19 pts,705474,,,,
3,15,46,1,20:05.72,a0c6b4df277ec17b6a59,,0,0,,,46 pts,705474,,,,
4,14,49,1,09:06.17,3063856346d8ec6fbb79,,0,0,,,49 pts,705474,,,,
5,12,56,1,22:45.37,3f03551e416c0d78b596,,0,0,,,56 pts,705474,,,,
6,9,68,1,03:15.82,8d2e8ece56c0b3328159,,0,0,,,68 pts,705474,,,,
1,29,4,1,04:50.43,f94c06e24510a6e0f5f0,,0,0,,,4 pts,238219,,,,
2,15,46,1,315.0 lb,fe98a35d717987915e75,,0,0,,,46 pts,238219,,,,
3,17,40,1,20:51.10,67c236b267385cbad4b9,,0,0,,,40 pts,238219,,,,
4,15,46,1,09:20.43,9880d5561ccf89ead003,,0,0,,,46 pts,238219,,,,
5,2,96,1,20:17.11,d8e19bf99c41945497db,,0,0,,,96 pts,238219,,,,
6,20,31,1,03:33.36,2ab174ec7de1f8077268,,0,0,,,31 pts,238219,,,,
1,13,52,1,03:09.52,e980137c042f03cbfd0e,,0,0,,,52 pts,352340,,,,
2,15,46,1,315.0 lb,5aa1caa9bf74686e8cdc,,0,0,,,46 pts,352340,,,,
3,22,25,1,22:11.75,2db66469ef962a00ab41,,0,0,,,25 pts,352340,,,,
4,24,19,1,CAP+3,149e770889a3a35be50f,,0,0,,,19 pts,352340,,,,
5,5,84,1,21:03.63,37d5e3f492e870fb6669,,0,0,,,84 pts,352340,,,,
6,19,34,1,03:33.07,7c587b6becc45d9237d4,,0,0,,,34 pts,352340,,,,
1,17,40,1,03:29.47,710911df278362b4226a,,0,0,,,40 pts,233034,,,,
2,7,76,1,330.0 lb,b05bf0c2682247e9a9ca,,0,0,,,76 pts,233034,,,,
3,16,43,1,20:33.88,d22d5599e5a26b843fc6,,0,0,,,43 pts,233034,,,,
4,24,19,1,CAP+3,ae9a73463cbaaf1016dd,,0,0,,,19 pts,233034,,,,
5,19,34,1,23:59.18,8203e31a7ba2b9b1a50d,,0,0,,,34 pts,233034,,,,
6,24,19,1,03:43.50,77789021e480ec2825f2,,0,0,,,19 pts,233034,,,,
1,16,43,1,03:23.70,ce0a72cc891295a1c563,,0,0,,,43 pts,252764,,,,
2,18,37,1,310.0 lb,c911c739fde298a2d21e,,0,0,,,37 pts,252764,,,,
3,23,22,1,22:34.61,b7efa0826c6081871d73,,0,0,,,22 pts,252764,,,,
4,16,43,1,09:22.01,ceb0bef0e472b64e06b5,,0,0,,,43 pts,252764,,,,
5,16,43,1,23:23.21,c5cf282aca60cc2f63e8,,0,0,,,43 pts,252764,,,,
6,16,43,1,03:29.10,7ca9e368cc91dd8de141,,0,0,,,43 pts,252764,,,,
1,30,1,1,05:28.61,8b8972e4307e869c6ad8,,0,0,,,1 pts,1281054,,,,
2,20,31,1,305.0 lb,f6284033d7834f1d5b63,,0,0,,,31 pts,1281054,,,,
3,21,28,1,21:33.92,848427084391bef71392,,0,0,,,28 pts,1281054,,,,
4,8,72,1,08:26.38,e2fd79ccbc84754cebe8,,0,0,,,72 pts,1281054,,,,
5,23,22,1,24:24.08,954a61d4807dae1a55c7,,0,0,,,22 pts,1281054,,,,
6,10,64,1,03:17.32,79c6e6f3721ebdaabbdb,,0,0,,,64 pts,1281054,,,,
1,14,49,1,03:12.93,f5a760591fad09388b7e,,0,0,,,49 pts,3413,,,,
2,20,31,1,305.0 lb,0a7916d6579290337908,,0,0,,,31 pts,3413,,,,
3,24,19,1,22:51.86,5c5e7aaf314b4dfce376,,0,0,,,19 pts,3413,,,,
4,19,34,1,09:34.31,905a97675cf309b72640,,0,0,,,34 pts,3413,,,,
5,27,10,1,25:59.87,51776d237090a965e60b,,0,0,,,10 pts,3413,,,,
6,13,52,1,03:23.14,81bf4435df32e8b2f46e,,0,0,,,52 pts,3413,,,,
1,22,25,1,04:00.80,730797619c5c18b0175a,,0,0,,,25 pts,470028,,,,
2,8,72,1,325.0 lb,3f577cbc43acfd93c8b0,,0,0,,,72 pts,470028,,,,
3,25,16,1,22:52.62,99ecfd242de35d9b6817,,0,0,,,16 pts,470028,,,,
4,17,40,1,09:28.41,515a31fce8e70c67a264,,0,0,,,40 pts,470028,,,,
5,29,4,1,26:26.81,716eec9b37196d6dfdc3,,0,0,,,4 pts,470028,,,,
6,28,7,1,05:04.38,2a1ac6f885586b5dae5d,,0,0,,,7 pts,470028,,,,
1,20,31,1,03:47.56,5653fdfb36ca7c248b40,,0,0,,,31 pts,37172,,,,
2,30,1,1,275.0 lb,1d37a4485bf93276913a,,0,0,,,1 pts,37172,,,,
3,20,31,1,21:29.27,7622018f80bbe6b2b1e7,,0,0,,,31 pts,37172,,,,
4,23,22,1,CAP+2,71f88d5f26dd70525665,,0,0,,,22 pts,37172,,,,
5,21,28,1,24:14.58,751c1fffabee95f2c9d8,,0,0,,,28 pts,37172,,,,
6,22,25,1,03:36.68,9b5f503b3493437ea577,,0,0,,,25 pts,37172,,,,
1,23,22,1,04:04.21,dffd3e0943950dce41d5,,0,0,,,22 pts,356236,,,,
2,27,10,1,290.0 lb,c1511b3bab8b6cbbbec2,,0,0,,,10 pts,356236,,,,
3,28,7,1,CAP+1,d7c8b71fc01cb2884922,,0,0,,,7 pts,356236,,,,
4,24,19,1,CAP+3,e513143772608b95919d,,0,0,,,19 pts,356236,,,,
5,26,13,1,25:17.63,1ed893622e176dfcc49a,,0,0,,,13 pts,356236,,,,
6,14,49,1,03:26.54,5d3a504eb1642e070b5b,,0,0,,,49 pts,356236,,,,
1,19,34,1,03:43.73,728d94c9811e2c528769,,0,0,,,34 pts,482764,,,,
2,28,7,1,285.0 lb,9eed3b69ce0ba7ccb0c7,,0,0,,,7 pts,482764,,,,
3,26,13,1,24:08.41,149df3a8e1cc23c5180b,,0,0,,,13 pts,482764,,,,
4,27,10,1,CAP+9,41ddf01d0ceb801ed9f3,,0,0,,,10 pts,482764,,,,
5,28,7,1,26:02.29,35030e377cf0128e0f75,,0,0,,,7 pts,482764,,,,
6,17,40,1,03:31.49,e0a14d94ad0c8ce43a8d,,0,0,,,40 pts,482764,,,,
1,21,28,1,03:50.97,239dab8084652f261921,,0,0,,,28 pts,877784,,,,
2,28,7,1,285.0 lb,d593298b48c25532705e,,0,0,,,7 pts,877784,,,,
3,18,37,1,21:20.06,51b4483df3e12d763367,,0,0,,,37 pts,877784,,,,
4,29,4,1,CAP+43,6c0b1cb3c28234684843,,0,0,,,4 pts,877784,,,,
5,24,19,1,24:43.09,af056b16de39e9ce016d,,0,0,,,19 pts,877784,,,,
6,25,16,1,03:48.97,92a0802b964362bc1c89,,0,0,,,16 pts,877784,,,,
1,28,7,1,04:36.51,11c5bfcdcb84450043f7,,0,0,,,7 pts,41519,,,,
2,20,31,1,305.0 lb,de8b67e9e4b468a95d34,,0,0,,,31 pts,41519,,,,
3,30,1,1,CAP+8,6a9b3144ccbe9110af10,,0,0,,,1 pts,41519,,,,
4,22,25,1,CAP+1,7cc973ae4a1b5e0cde59,,0,0,,,25 pts,41519,,,,
5,25,16,1,24:54.51,44ccd81244c09b309501,,0,0,,,16 pts,41519,,,,
6,21,28,1,03:35.30,6d0db847ed9dee2f1235,,0,0,,,28 pts,41519,,,,
1,27,10,1,04:23.01,01d599834cd1772dfee4,,0,0,,,10 pts,864174,,,,
2,26,13,1,295.0 lb,bf3a37831fc30309f818,,0,0,,,13 pts,864174,,,,
3,27,10,1,24:24.70,365e8425dd86590bed88,,0,0,,,10 pts,864174,,,,
4,28,7,1,CAP+10,7a36aec58817a376701b,,0,0,,,7 pts,864174,,,,
5,17,40,1,23:48.95,e39010d4d975277385bd,,0,0,,,40 pts,864174,,,,
6,29,0,,WD,b87e06697827ee21d961,,0,0,,,,864174,,,,
1,25,16,1,04:15.03,09e61f143b83726a2d53,,0,0,,,16 pts,899191,,,,
2,24,19,1,300.0 lb,8360843991eb60b0a4cb,,0,0,,,19 pts,899191,,,,
3,29,4,1,CAP+4,fe63037d7f0e7e71442d,,0,0,,,4 pts,899191,,,,
4,30,0,,WD,ec52b8f089e7014248bf,,0,0,,,,899191,,,,
5,30,0,,,b8a0e183cf4c8697661d,,0,0,,,,899191,,,,
6,29,0,,,24d48e5f20e8d6d25ef8,,0,0,,,,899191,,,,
1,1,100,1,02:14.36,def2b64a81d2beaa975a,,0,0,,,100 pts,1239980,,,,
2,5,84,1,225 lb,f4888573747e81758015,,0,0,,,84 pts,1239980,,,,
3,1,100,1,18:47.81,03bac59e3da6a4b4e60f,,0,0,,,100 pts,1239980,,,,
4,1,100,1,06:48.54,607d2f0a0baa5dfc83d3,,0,0,,,100 pts,1239980,,,,
5,1,100,1,20:38.21,7260926ce30fe0ac0127,,0,0,,,100 pts,1239980,,,,
6,3,92,1,04:15.12,8c1c546365f4315ec630,,0,0,,,92 pts,1239980,,,,
1,3,92,1,02:34.26,33be4de2e260b73c169b,,0,0,,,92 pts,174547,,,,
2,2,96,1,230 lb,3c4574c09a5d64b27c79,,0,0,,,96 pts,174547,,,,
3,8,72,1,22:31.83,549371fd812cc5b3b3cb,,0,0,,,72 pts,174547,,,,
4,4,88,1,07:55.13,2eca52e8fe990fcb772a,,0,0,,,88 pts,174547,,,,
5,4,88,1,22:32.46,24467764d3a842550714,,0,0,,,88 pts,174547,,,,
6,5,84,1,04:39.72,4057dd886345fa35d165,,0,0,,,84 pts,174547,,,,
1,2,96,1,02:15.98,f6c0ee8f9e5cf808ae9e,,0,0,,,96 pts,670000,,,,
2,1,100,1,245 lb,e0187e701b8d5961768a,,0,0,,,100 pts,670000,,,,
3,5,84,1,20:48.54,ac05b1b6888fc83efd76,,0,0,,,84 pts,670000,,,,
4,2,96,1,07:38.47,95bcc80c2fa0ee392639,,0,0,,,96 pts,670000,,,,
5,12,56,1,24:21.54,0fc4884e1c4043749d28,,0,0,,,56 pts,670000,,,,
6,8,72,1,04:50.07,7cebcdacb76bf693d45b,,0,0,,,72 pts,670000,,,,
1,11,60,1,03:15.91,a791cd5b7bfab47382b6,,0,0,,,60 pts,1232297,,,,
2,2,96,1,230 lb,bac14a446952c376b544,,0,0,,,96 pts,1232297,,,,
3,3,92,1,20:23.37,a328e1ebe7413cd0eee7,,0,0,,,92 pts,1232297,,,,
4,10,64,1,09:13.19,a62253d4597206633ad5,,0,0,,,64 pts,1232297,,,,
5,8,72,1,23:46.65,b52adb6ba7e9f1d920a6,,0,0,,,72 pts,1232297,,,,
6,1,100,1,03:55.94,eec9c3c3d1672fdffaf4,,0,0,,,100 pts,1232297,,,,
1,5,84,1,02:37.26,5cd99425633dc2459f8d,,0,0,,,84 pts,484380,,,,
2,22,25,1,200 lb,953b189c833c37501578,,0,0,,,25 pts,484380,,,,
3,2,96,1,19:52.35,7396833b6b2ebdfca1ef,,0,0,,,96 pts,484380,,,,
4,3,92,1,07:39.01,8884e36d5478e192792f,,0,0,,,92 pts,484380,,,,
5,2,96,1,21:29.80,a8ad3bdec6359f5c417e,,0,0,,,96 pts,484380,,,,
6,4,88,1,04:26.00,1e6cef7cba33ef0788e9,,0,0,,,88 pts,484380,,,,
1,7,76,1,02:49.09,f126a3a212db298866e9,,0,0,,,76 pts,250568,,,,
2,7,76,1,220 lb,ed8e497e380b286613bd,,0,0,,,76 pts,250568,,,,
3,4,88,1,20:45.54,d44202857799367cd1df,,0,0,,,88 pts,250568,,,,
4,6,80,1,08:10.63,2427732f3f35a259267d,,0,0,,,80 pts,250568,,,,
5,6,80,1,23:20.77,65ee045effad639bf2a3,,0,0,,,80 pts,250568,,,,
6,7,76,1,04:49.47,fa41476f2865b307cd70,,0,0,,,76 pts,250568,,,,
1,8,72,1,03:10.77,d7ee99a2544324313b2d,,0,0,,,72 pts,252691,,,,
2,22,25,1,200 lb,a2f36c3b10b7d098c9fe,,0,0,,,25 pts,252691,,,,
3,6,80,1,21:47.24,fb2a83ceb843fd9270de,,0,0,,,80 pts,252691,,,,
4,5,84,1,07:55.99,f98ca571683a98f3b51c,,0,0,,,84 pts,252691,,,,
5,7,76,1,23:28.12,2e9fa9efa6d9e4664c9d,,0,0,,,76 pts,252691,,,,
6,2,96,1,04:05.22,99c559f0bea305b6650a,,0,0,,,96 pts,252691,,,,
1,9,68,1,03:13.49,9f3e878aba154e0c965e,,0,0,,,68 pts,1028410,,,,
2,7,76,1,220 lb,57925290e36695d0ee0a,,0,0,,,76 pts,1028410,,,,
3,7,76,1,22:02.99,d7a35e87192ee0e31b34,,0,0,,,76 pts,1028410,,,,
4,7,76,1,08:11.15,90fec09525cbfebefa5c,,0,0,,,76 pts,1028410,,,,
5,16,43,1,25:42.38,67dbe2b3dea1bd84b61e,,0,0,,,43 pts,1028410,,,,
6,22,25,1,07:43.00,eefc1358fce5ad961571,,0,0,,,25 pts,1028410,,,,
1,21,28,1,04:30.70,0f7470dc3c7e85a93c3d,,0,0,,,28 pts,872275,,,,
2,7,76,1,220 lb,ee4a1c42802308fe9680,,0,0,,,76 pts,872275,,,,
3,10,64,1,23:03.36,8aa0636444bcfc744771,,0,0,,,64 pts,872275,,,,
4,8,72,1,08:39.50,648fcc1b0a9fbb3bf73d,,0,0,,,72 pts,872275,,,,
5,11,60,1,24:21.06,31bb321f78688ff5ea48,,0,0,,,60 pts,872275,,,,
6,14,49,1,05:51.76,bd182a081477c3a113a3,,0,0,,,49 pts,872275,,,,
1,22,25,1,04:31.17,040022efb0101b3486c1,,0,0,,,25 pts,74426,,,,
2,2,96,1,230 lb,10432d296e18a54ad2f3,,0,0,,,96 pts,74426,,,,
3,12,56,1,23:44.40,7958dee990d6419fa34f,,0,0,,,56 pts,74426,,,,
4,13,52,1,09:28.75,bbb77e413c4d56e70603,,0,0,,,52 pts,74426,,,,
5,13,52,1,24:52.75,dfd65fa98d62b928315a,,0,0,,,52 pts,74426,,,,
6,16,43,1,06:16.85,c38a4bb223b0727d0c06,,0,0,,,43 pts,74426,,,,
1,12,56,1,03:22.38,135fd9d53d5989849c84,,0,0,,,56 pts,1515232,,,,
2,14,49,1,210 lb,cfdb8e4ebda153d2c538,,0,0,,,49 pts,1515232,,,,
3,16,43,1,24:46.80,9aecafdd30df489f9017,,0,0,,,43 pts,1515232,,,,
4,12,56,1,09:21.14,6fbb00fb40249f340f0d,,0,0,,,56 pts,1515232,,,,
5,24,19,1,CAP+1,cb84a4192892fb65d056,,0,0,,,19 pts,1515232,,,,
6,6,80,1,04:49.37,4b2688de5f722bb34c89,,0,0,,,80 pts,1515232,,,,
1,17,40,1,04:03.36,57434ea11401c054c6e2,,0,0,,,40 pts,1818022,,,,
2,10,64,1,215 lb,34b38ca23acb33924235,,0,0,,,64 pts,1818022,,,,
3,15,46,1,24:38.68,404248b7d575c4aa956d,,0,0,,,46 pts,1818022,,,,
4,22,25,1,CAP+1,eb1338b87a8afe57287d,,0,0,,,25 pts,1818022,,,,
5,9,68,1,24:01.39,4c363316375e4f69acd8,,0,0,,,68 pts,1818022,,,,
6,11,60,1,05:20.89,b3cd04bb72eb9d637425,,0,0,,,60 pts,1818022,,,,
1,15,46,1,03:43.84,7876ea501bf40b5c8fc3,,0,0,,,46 pts,1588562,,,,
2,17,40,1,205 lb,f5449899f0eb55c759ce,,0,0,,,40 pts,1588562,,,,
3,13,52,1,23:55.69,e943ef6a8773909066ac,,0,0,,,52 pts,1588562,,,,
4,14,49,1,09:30.55,5b536b2e710e72c86884,,0,0,,,49 pts,1588562,,,,
5,3,92,1,22:00.43,03975a87c328e2f5fbc1,,0,0,,,92 pts,1588562,,,,
6,27,10,1,10:00.25,d74c353d0545f38b2094,,0,0,,,10 pts,1588562,,,,
1,13,52,1,03:28.49,bb776877c24a61278cc4,,0,0,,,52 pts,1443816,,,,
2,25,16,1,195 lb,c2517ed4c87b76b75ba5,,0,0,,,16 pts,1443816,,,,
3,11,60,1,23:19.07,56820e4c1251c360cdd7,,0,0,,,60 pts,1443816,,,,
4,22,25,1,CAP+1,d9308f0f6305679eb81f,,0,0,,,25 pts,1443816,,,,
5,5,84,1,22:53.96,a253b9c03eb1c7dead9c,,0,0,,,84 pts,1443816,,,,
6,17,40,1,06:55.58,847d207791c63aac4953,,0,0,,,40 pts,1443816,,,,
1,6,80,1,02:41.22,89edb438e1284cc82b4c,,0,0,,,80 pts,887140,,,,
2,17,40,1,205 lb,f389c1591a6d451858bf,,0,0,,,40 pts,887140,,,,
3,28,7,1,CAP+59,464b60046c567c4e9742,,0,0,,,7 pts,887140,,,,
4,11,60,1,09:14.84,54ec39a4990ab3812b2b,,0,0,,,60 pts,887140,,,,
5,22,25,1,CAP,316e9035f239091a434f,,0,0,,,25 pts,887140,,,,
